id,player_name,game_date,opponent_team,is_home,prop_type,actual_result,closing_line
4980,"Cason Wallace",2025-12-02,GSW,0,assists,1.0,
4983,"Cason Wallace",2025-12-02,GSW,0,pa,5.0,
4978,"Cason Wallace",2025-12-02,GSW,0,points,4.0,
4982,"Cason Wallace",2025-12-02,GSW,0,pr,10.0,
4981,"Cason Wallace",2025-12-02,GSW,0,pra,11.0,
4984,"Cason Wallace",2025-12-02,GSW,0,ra,7.0,
4979,"Cason Wallace",2025-12-02,GSW,0,rebounds,6.0,
4987,"Cason Wallace",2025-11-30,POR,0,assists,4.0,
4990,"Cason Wallace",2025-11-30,POR,0,pa,7.0,
4985,"Cason Wallace",2025-11-30,POR,0,points,3.0,
4989,"Cason Wallace",2025-11-30,POR,0,pr,6.0,
4988,"Cason Wallace",2025-11-30,POR,0,pra,10.0,
4991,"Cason Wallace",2025-11-30,POR,0,ra,7.0,
4986,"Cason Wallace",2025-11-30,POR,0,rebounds,3.0,
4994,"Cason Wallace",2025-11-28,PHX,1,assists,3.0,
4997,"Cason Wallace",2025-11-28,PHX,1,pa,17.0,
4992,"Cason Wallace",2025-11-28,PHX,1,points,14.0,
4996,"Cason Wallace",2025-11-28,PHX,1,pr,18.0,
4995,"Cason Wallace",2025-11-28,PHX,1,pra,21.0,
4998,"Cason Wallace",2025-11-28,PHX,1,ra,7.0,
4993,"Cason Wallace",2025-11-28,PHX,1,rebounds,4.0,
5001,"Cason Wallace",2025-11-26,MIN,1,assists,2.0,
5004,"Cason Wallace",2025-11-26,MIN,1,pa,11.0,
4999,"Cason Wallace",2025-11-26,MIN,1,points,9.0,
5003,"Cason Wallace",2025-11-26,MIN,1,pr,12.0,
5002,"Cason Wallace",2025-11-26,MIN,1,pra,14.0,
5005,"Cason Wallace",2025-11-26,MIN,1,ra,5.0,
5000,"Cason Wallace",2025-11-26,MIN,1,rebounds,3.0,
5008,"Cason Wallace",2025-11-23,POR,1,assists,1.0,
5011,"Cason Wallace",2025-11-23,POR,1,pa,8.0,
5006,"Cason Wallace",2025-11-23,POR,1,points,7.0,
5010,"Cason Wallace",2025-11-23,POR,1,pr,9.0,
5009,"Cason Wallace",2025-11-23,POR,1,pra,10.0,
5012,"Cason Wallace",2025-11-23,POR,1,ra,3.0,
5007,"Cason Wallace",2025-11-23,POR,1,rebounds,2.0,
5015,"Cason Wallace",2025-11-21,UTA,0,assists,0.0,
5018,"Cason Wallace",2025-11-21,UTA,0,pa,10.0,
5013,"Cason Wallace",2025-11-21,UTA,0,points,10.0,
5017,"Cason Wallace",2025-11-21,UTA,0,pr,11.0,
5016,"Cason Wallace",2025-11-21,UTA,0,pra,11.0,
5019,"Cason Wallace",2025-11-21,UTA,0,ra,1.0,
5014,"Cason Wallace",2025-11-21,UTA,0,rebounds,1.0,
5022,"Cason Wallace",2025-11-19,SAC,1,assists,1.0,
5025,"Cason Wallace",2025-11-19,SAC,1,pa,13.0,
5020,"Cason Wallace",2025-11-19,SAC,1,points,12.0,
5024,"Cason Wallace",2025-11-19,SAC,1,pr,14.0,
5023,"Cason Wallace",2025-11-19,SAC,1,pra,15.0,
5026,"Cason Wallace",2025-11-19,SAC,1,ra,3.0,
5021,"Cason Wallace",2025-11-19,SAC,1,rebounds,2.0,
5029,"Cason Wallace",2025-11-17,NOP,0,assists,4.0,
5032,"Cason Wallace",2025-11-17,NOP,0,pa,11.0,
5027,"Cason Wallace",2025-11-17,NOP,0,points,7.0,
5031,"Cason Wallace",2025-11-17,NOP,0,pr,9.0,
5030,"Cason Wallace",2025-11-17,NOP,0,pra,13.0,
5033,"Cason Wallace",2025-11-17,NOP,0,ra,6.0,
5028,"Cason Wallace",2025-11-17,NOP,0,rebounds,2.0,
5036,"Cason Wallace",2025-11-15,CHA,0,assists,4.0,
5039,"Cason Wallace",2025-11-15,CHA,0,pa,14.0,
5034,"Cason Wallace",2025-11-15,CHA,0,points,10.0,
5038,"Cason Wallace",2025-11-15,CHA,0,pr,12.0,
5037,"Cason Wallace",2025-11-15,CHA,0,pra,16.0,
5040,"Cason Wallace",2025-11-15,CHA,0,ra,6.0,
5035,"Cason Wallace",2025-11-15,CHA,0,rebounds,2.0,
5043,"Cason Wallace",2025-11-12,LAL,1,assists,1.0,
5046,"Cason Wallace",2025-11-12,LAL,1,pa,7.0,
5041,"Cason Wallace",2025-11-12,LAL,1,points,6.0,
5045,"Cason Wallace",2025-11-12,LAL,1,pr,6.0,
5044,"Cason Wallace",2025-11-12,LAL,1,pra,7.0,
5047,"Cason Wallace",2025-11-12,LAL,1,ra,1.0,
5042,"Cason Wallace",2025-11-12,LAL,1,rebounds,0.0,
5050,"Cason Wallace",2025-11-11,GSW,1,assists,2.0,
5053,"Cason Wallace",2025-11-11,GSW,1,pa,5.0,
5048,"Cason Wallace",2025-11-11,GSW,1,points,3.0,
5052,"Cason Wallace",2025-11-11,GSW,1,pr,4.0,
5051,"Cason Wallace",2025-11-11,GSW,1,pra,6.0,
5054,"Cason Wallace",2025-11-11,GSW,1,ra,3.0,
5049,"Cason Wallace",2025-11-11,GSW,1,rebounds,1.0,
5057,"Cason Wallace",2025-11-09,MEM,0,assists,1.0,
5060,"Cason Wallace",2025-11-09,MEM,0,pa,7.0,
5055,"Cason Wallace",2025-11-09,MEM,0,points,6.0,
5059,"Cason Wallace",2025-11-09,MEM,0,pr,10.0,
5058,"Cason Wallace",2025-11-09,MEM,0,pra,11.0,
5061,"Cason Wallace",2025-11-09,MEM,0,ra,5.0,
5056,"Cason Wallace",2025-11-09,MEM,0,rebounds,4.0,
5064,"Cason Wallace",2025-11-07,SAC,0,assists,2.0,
5067,"Cason Wallace",2025-11-07,SAC,0,pa,17.0,
5062,"Cason Wallace",2025-11-07,SAC,0,points,15.0,
5066,"Cason Wallace",2025-11-07,SAC,0,pr,17.0,
5065,"Cason Wallace",2025-11-07,SAC,0,pra,19.0,
5068,"Cason Wallace",2025-11-07,SAC,0,ra,4.0,
5063,"Cason Wallace",2025-11-07,SAC,0,rebounds,2.0,
5071,"Cason Wallace",2025-11-05,POR,0,assists,5.0,
5074,"Cason Wallace",2025-11-05,POR,0,pa,10.0,
5069,"Cason Wallace",2025-11-05,POR,0,points,5.0,
5073,"Cason Wallace",2025-11-05,POR,0,pr,13.0,
5072,"Cason Wallace",2025-11-05,POR,0,pra,18.0,
5075,"Cason Wallace",2025-11-05,POR,0,ra,13.0,
5070,"Cason Wallace",2025-11-05,POR,0,rebounds,8.0,
5078,"Cason Wallace",2025-11-04,LAC,0,assists,1.0,
5081,"Cason Wallace",2025-11-04,LAC,0,pa,13.0,
5076,"Cason Wallace",2025-11-04,LAC,0,points,12.0,
5080,"Cason Wallace",2025-11-04,LAC,0,pr,15.0,
5079,"Cason Wallace",2025-11-04,LAC,0,pra,16.0,
5082,"Cason Wallace",2025-11-04,LAC,0,ra,4.0,
5077,"Cason Wallace",2025-11-04,LAC,0,rebounds,3.0,
5085,"Cason Wallace",2025-11-02,NOP,1,assists,1.0,
5088,"Cason Wallace",2025-11-02,NOP,1,pa,14.0,
5083,"Cason Wallace",2025-11-02,NOP,1,points,13.0,
5087,"Cason Wallace",2025-11-02,NOP,1,pr,13.0,
5086,"Cason Wallace",2025-11-02,NOP,1,pra,14.0,
5089,"Cason Wallace",2025-11-02,NOP,1,ra,1.0,
5084,"Cason Wallace",2025-11-02,NOP,1,rebounds,0.0,
5092,"Cason Wallace",2025-10-30,WAS,1,assists,3.0,
5095,"Cason Wallace",2025-10-30,WAS,1,pa,15.0,
5090,"Cason Wallace",2025-10-30,WAS,1,points,12.0,
5094,"Cason Wallace",2025-10-30,WAS,1,pr,17.0,
5093,"Cason Wallace",2025-10-30,WAS,1,pra,20.0,
5096,"Cason Wallace",2025-10-30,WAS,1,ra,8.0,
5091,"Cason Wallace",2025-10-30,WAS,1,rebounds,5.0,
5099,"Cason Wallace",2025-10-28,SAC,1,assists,3.0,
5102,"Cason Wallace",2025-10-28,SAC,1,pa,11.0,
5097,"Cason Wallace",2025-10-28,SAC,1,points,8.0,
5101,"Cason Wallace",2025-10-28,SAC,1,pr,9.0,
5100,"Cason Wallace",2025-10-28,SAC,1,pra,12.0,
5103,"Cason Wallace",2025-10-28,SAC,1,ra,4.0,
5098,"Cason Wallace",2025-10-28,SAC,1,rebounds,1.0,
5106,"Cason Wallace",2025-10-27,DAL,0,assists,5.0,
5109,"Cason Wallace",2025-10-27,DAL,0,pa,9.0,
5104,"Cason Wallace",2025-10-27,DAL,0,points,4.0,
5108,"Cason Wallace",2025-10-27,DAL,0,pr,9.0,
5107,"Cason Wallace",2025-10-27,DAL,0,pra,14.0,
5110,"Cason Wallace",2025-10-27,DAL,0,ra,10.0,
5105,"Cason Wallace",2025-10-27,DAL,0,rebounds,5.0,
5113,"Cason Wallace",2025-10-25,ATL,0,assists,3.0,
5116,"Cason Wallace",2025-10-25,ATL,0,pa,6.0,
5111,"Cason Wallace",2025-10-25,ATL,0,points,3.0,
5115,"Cason Wallace",2025-10-25,ATL,0,pr,6.0,
5114,"Cason Wallace",2025-10-25,ATL,0,pra,9.0,
5117,"Cason Wallace",2025-10-25,ATL,0,ra,6.0,
5112,"Cason Wallace",2025-10-25,ATL,0,rebounds,3.0,
5120,"Cason Wallace",2025-10-21,HOU,1,assists,5.0,
5123,"Cason Wallace",2025-10-21,HOU,1,pa,19.0,
5118,"Cason Wallace",2025-10-21,HOU,1,points,14.0,
5122,"Cason Wallace",2025-10-21,HOU,1,pr,21.0,
5121,"Cason Wallace",2025-10-21,HOU,1,pra,26.0,
5124,"Cason Wallace",2025-10-21,HOU,1,ra,12.0,
5119,"Cason Wallace",2025-10-21,HOU,1,rebounds,7.0,
633,"Chet Holmgren",2026-02-12,MIL,1,assists,4.0,
636,"Chet Holmgren",2026-02-12,MIL,1,pa,20.0,
631,"Chet Holmgren",2026-02-12,MIL,1,points,16.0,
635,"Chet Holmgren",2026-02-12,MIL,1,pr,29.0,
634,"Chet Holmgren",2026-02-12,MIL,1,pra,33.0,
637,"Chet Holmgren",2026-02-12,MIL,1,ra,17.0,
632,"Chet Holmgren",2026-02-12,MIL,1,rebounds,13.0,
640,"Chet Holmgren",2026-02-11,PHX,0,assists,2.0,
643,"Chet Holmgren",2026-02-11,PHX,0,pa,15.0,
638,"Chet Holmgren",2026-02-11,PHX,0,points,13.0,
642,"Chet Holmgren",2026-02-11,PHX,0,pr,17.0,
641,"Chet Holmgren",2026-02-11,PHX,0,pra,19.0,
644,"Chet Holmgren",2026-02-11,PHX,0,ra,6.0,
639,"Chet Holmgren",2026-02-11,PHX,0,rebounds,4.0,
647,"Chet Holmgren",2026-02-09,LAL,0,assists,2.0,
650,"Chet Holmgren",2026-02-09,LAL,0,pa,15.0,
645,"Chet Holmgren",2026-02-09,LAL,0,points,13.0,
649,"Chet Holmgren",2026-02-09,LAL,0,pr,23.0,
648,"Chet Holmgren",2026-02-09,LAL,0,pra,25.0,
651,"Chet Holmgren",2026-02-09,LAL,0,ra,12.0,
646,"Chet Holmgren",2026-02-09,LAL,0,rebounds,10.0,
654,"Chet Holmgren",2026-02-07,HOU,1,assists,0.0,
657,"Chet Holmgren",2026-02-07,HOU,1,pa,17.0,
652,"Chet Holmgren",2026-02-07,HOU,1,points,17.0,
656,"Chet Holmgren",2026-02-07,HOU,1,pr,31.0,
655,"Chet Holmgren",2026-02-07,HOU,1,pra,31.0,
658,"Chet Holmgren",2026-02-07,HOU,1,ra,14.0,
653,"Chet Holmgren",2026-02-07,HOU,1,rebounds,14.0,
661,"Chet Holmgren",2026-02-03,ORL,1,assists,1.0,
664,"Chet Holmgren",2026-02-03,ORL,1,pa,17.0,
659,"Chet Holmgren",2026-02-03,ORL,1,points,16.0,
663,"Chet Holmgren",2026-02-03,ORL,1,pr,26.0,
662,"Chet Holmgren",2026-02-03,ORL,1,pra,27.0,
665,"Chet Holmgren",2026-02-03,ORL,1,ra,11.0,
660,"Chet Holmgren",2026-02-03,ORL,1,rebounds,10.0,
668,"Chet Holmgren",2026-02-01,DEN,0,assists,1.0,
671,"Chet Holmgren",2026-02-01,DEN,0,pa,15.0,
666,"Chet Holmgren",2026-02-01,DEN,0,points,14.0,
670,"Chet Holmgren",2026-02-01,DEN,0,pr,18.0,
669,"Chet Holmgren",2026-02-01,DEN,0,pra,19.0,
672,"Chet Holmgren",2026-02-01,DEN,0,ra,5.0,
667,"Chet Holmgren",2026-02-01,DEN,0,rebounds,4.0,
675,"Chet Holmgren",2026-01-29,MIN,0,assists,2.0,
678,"Chet Holmgren",2026-01-29,MIN,0,pa,17.0,
673,"Chet Holmgren",2026-01-29,MIN,0,points,15.0,
677,"Chet Holmgren",2026-01-29,MIN,0,pr,20.0,
676,"Chet Holmgren",2026-01-29,MIN,0,pra,22.0,
679,"Chet Holmgren",2026-01-29,MIN,0,ra,7.0,
674,"Chet Holmgren",2026-01-29,MIN,0,rebounds,5.0,
682,"Chet Holmgren",2026-01-27,NOP,1,assists,3.0,
685,"Chet Holmgren",2026-01-27,NOP,1,pa,23.0,
680,"Chet Holmgren",2026-01-27,NOP,1,points,20.0,
684,"Chet Holmgren",2026-01-27,NOP,1,pr,34.0,
683,"Chet Holmgren",2026-01-27,NOP,1,pra,37.0,
686,"Chet Holmgren",2026-01-27,NOP,1,ra,17.0,
681,"Chet Holmgren",2026-01-27,NOP,1,rebounds,14.0,
689,"Chet Holmgren",2026-01-25,TOR,1,assists,0.0,
692,"Chet Holmgren",2026-01-25,TOR,1,pa,11.0,
687,"Chet Holmgren",2026-01-25,TOR,1,points,11.0,
691,"Chet Holmgren",2026-01-25,TOR,1,pr,21.0,
690,"Chet Holmgren",2026-01-25,TOR,1,pra,21.0,
693,"Chet Holmgren",2026-01-25,TOR,1,ra,10.0,
688,"Chet Holmgren",2026-01-25,TOR,1,rebounds,10.0,
696,"Chet Holmgren",2026-01-23,IND,1,assists,3.0,
699,"Chet Holmgren",2026-01-23,IND,1,pa,28.0,
694,"Chet Holmgren",2026-01-23,IND,1,points,25.0,
698,"Chet Holmgren",2026-01-23,IND,1,pr,38.0,
697,"Chet Holmgren",2026-01-23,IND,1,pra,41.0,
700,"Chet Holmgren",2026-01-23,IND,1,ra,16.0,
695,"Chet Holmgren",2026-01-23,IND,1,rebounds,13.0,
703,"Chet Holmgren",2026-01-21,MIL,0,assists,2.0,
706,"Chet Holmgren",2026-01-21,MIL,0,pa,12.0,
701,"Chet Holmgren",2026-01-21,MIL,0,points,10.0,
705,"Chet Holmgren",2026-01-21,MIL,0,pr,17.0,
704,"Chet Holmgren",2026-01-21,MIL,0,pra,19.0,
707,"Chet Holmgren",2026-01-21,MIL,0,ra,9.0,
702,"Chet Holmgren",2026-01-21,MIL,0,rebounds,7.0,
710,"Chet Holmgren",2026-01-19,CLE,0,assists,2.0,
713,"Chet Holmgren",2026-01-19,CLE,0,pa,30.0,
708,"Chet Holmgren",2026-01-19,CLE,0,points,28.0,
712,"Chet Holmgren",2026-01-19,CLE,0,pr,36.0,
711,"Chet Holmgren",2026-01-19,CLE,0,pra,38.0,
714,"Chet Holmgren",2026-01-19,CLE,0,ra,10.0,
709,"Chet Holmgren",2026-01-19,CLE,0,rebounds,8.0,
717,"Chet Holmgren",2026-01-17,MIA,0,assists,2.0,
720,"Chet Holmgren",2026-01-17,MIA,0,pa,16.0,
715,"Chet Holmgren",2026-01-17,MIA,0,points,14.0,
719,"Chet Holmgren",2026-01-17,MIA,0,pr,25.0,
718,"Chet Holmgren",2026-01-17,MIA,0,pra,27.0,
721,"Chet Holmgren",2026-01-17,MIA,0,ra,13.0,
716,"Chet Holmgren",2026-01-17,MIA,0,rebounds,11.0,
724,"Chet Holmgren",2026-01-15,HOU,0,assists,1.0,
727,"Chet Holmgren",2026-01-15,HOU,0,pa,19.0,
722,"Chet Holmgren",2026-01-15,HOU,0,points,18.0,
726,"Chet Holmgren",2026-01-15,HOU,0,pr,27.0,
725,"Chet Holmgren",2026-01-15,HOU,0,pra,28.0,
728,"Chet Holmgren",2026-01-15,HOU,0,ra,10.0,
723,"Chet Holmgren",2026-01-15,HOU,0,rebounds,9.0,
731,"Chet Holmgren",2026-01-13,SAS,1,assists,0.0,
734,"Chet Holmgren",2026-01-13,SAS,1,pa,8.0,
729,"Chet Holmgren",2026-01-13,SAS,1,points,8.0,
733,"Chet Holmgren",2026-01-13,SAS,1,pr,18.0,
732,"Chet Holmgren",2026-01-13,SAS,1,pra,18.0,
735,"Chet Holmgren",2026-01-13,SAS,1,ra,10.0,
730,"Chet Holmgren",2026-01-13,SAS,1,rebounds,10.0,
738,"Chet Holmgren",2026-01-11,MIA,1,assists,2.0,
741,"Chet Holmgren",2026-01-11,MIA,1,pa,18.0,
736,"Chet Holmgren",2026-01-11,MIA,1,points,16.0,
740,"Chet Holmgren",2026-01-11,MIA,1,pr,26.0,
739,"Chet Holmgren",2026-01-11,MIA,1,pra,28.0,
742,"Chet Holmgren",2026-01-11,MIA,1,ra,12.0,
737,"Chet Holmgren",2026-01-11,MIA,1,rebounds,10.0,
745,"Chet Holmgren",2026-01-07,UTA,1,assists,1.0,
748,"Chet Holmgren",2026-01-07,UTA,1,pa,24.0,
743,"Chet Holmgren",2026-01-07,UTA,1,points,23.0,
747,"Chet Holmgren",2026-01-07,UTA,1,pr,35.0,
746,"Chet Holmgren",2026-01-07,UTA,1,pra,36.0,
749,"Chet Holmgren",2026-01-07,UTA,1,ra,13.0,
744,"Chet Holmgren",2026-01-07,UTA,1,rebounds,12.0,
752,"Chet Holmgren",2026-01-05,CHA,1,assists,2.0,
755,"Chet Holmgren",2026-01-05,CHA,1,pa,17.0,
750,"Chet Holmgren",2026-01-05,CHA,1,points,15.0,
754,"Chet Holmgren",2026-01-05,CHA,1,pr,21.0,
753,"Chet Holmgren",2026-01-05,CHA,1,pra,23.0,
756,"Chet Holmgren",2026-01-05,CHA,1,ra,8.0,
751,"Chet Holmgren",2026-01-05,CHA,1,rebounds,6.0,
759,"Chet Holmgren",2026-01-04,PHX,0,assists,1.0,
762,"Chet Holmgren",2026-01-04,PHX,0,pa,19.0,
757,"Chet Holmgren",2026-01-04,PHX,0,points,18.0,
761,"Chet Holmgren",2026-01-04,PHX,0,pr,27.0,
760,"Chet Holmgren",2026-01-04,PHX,0,pra,28.0,
763,"Chet Holmgren",2026-01-04,PHX,0,ra,10.0,
758,"Chet Holmgren",2026-01-04,PHX,0,rebounds,9.0,
766,"Chet Holmgren",2026-01-02,GSW,0,assists,4.0,
769,"Chet Holmgren",2026-01-02,GSW,0,pa,19.0,
764,"Chet Holmgren",2026-01-02,GSW,0,points,15.0,
768,"Chet Holmgren",2026-01-02,GSW,0,pr,30.0,
767,"Chet Holmgren",2026-01-02,GSW,0,pra,34.0,
770,"Chet Holmgren",2026-01-02,GSW,0,ra,19.0,
765,"Chet Holmgren",2026-01-02,GSW,0,rebounds,15.0,
773,"Chet Holmgren",2025-12-31,POR,1,assists,1.0,
776,"Chet Holmgren",2025-12-31,POR,1,pa,13.0,
771,"Chet Holmgren",2025-12-31,POR,1,points,12.0,
775,"Chet Holmgren",2025-12-31,POR,1,pr,22.0,
774,"Chet Holmgren",2025-12-31,POR,1,pra,23.0,
777,"Chet Holmgren",2025-12-31,POR,1,ra,11.0,
772,"Chet Holmgren",2025-12-31,POR,1,rebounds,10.0,
780,"Chet Holmgren",2025-12-29,ATL,1,assists,2.0,
783,"Chet Holmgren",2025-12-29,ATL,1,pa,26.0,
778,"Chet Holmgren",2025-12-29,ATL,1,points,24.0,
782,"Chet Holmgren",2025-12-29,ATL,1,pr,34.0,
781,"Chet Holmgren",2025-12-29,ATL,1,pra,36.0,
784,"Chet Holmgren",2025-12-29,ATL,1,ra,12.0,
779,"Chet Holmgren",2025-12-29,ATL,1,rebounds,10.0,
787,"Chet Holmgren",2025-12-28,PHI,1,assists,1.0,
790,"Chet Holmgren",2025-12-28,PHI,1,pa,30.0,
785,"Chet Holmgren",2025-12-28,PHI,1,points,29.0,
789,"Chet Holmgren",2025-12-28,PHI,1,pr,38.0,
788,"Chet Holmgren",2025-12-28,PHI,1,pra,39.0,
791,"Chet Holmgren",2025-12-28,PHI,1,ra,10.0,
786,"Chet Holmgren",2025-12-28,PHI,1,rebounds,9.0,
794,"Chet Holmgren",2025-12-25,SAS,1,assists,2.0,
797,"Chet Holmgren",2025-12-25,SAS,1,pa,12.0,
792,"Chet Holmgren",2025-12-25,SAS,1,points,10.0,
796,"Chet Holmgren",2025-12-25,SAS,1,pr,22.0,
795,"Chet Holmgren",2025-12-25,SAS,1,pra,24.0,
798,"Chet Holmgren",2025-12-25,SAS,1,ra,14.0,
793,"Chet Holmgren",2025-12-25,SAS,1,rebounds,12.0,
801,"Chet Holmgren",2025-12-23,SAS,0,assists,1.0,
804,"Chet Holmgren",2025-12-23,SAS,0,pa,8.0,
799,"Chet Holmgren",2025-12-23,SAS,0,points,7.0,
803,"Chet Holmgren",2025-12-23,SAS,0,pr,10.0,
802,"Chet Holmgren",2025-12-23,SAS,0,pra,11.0,
805,"Chet Holmgren",2025-12-23,SAS,0,ra,4.0,
800,"Chet Holmgren",2025-12-23,SAS,0,rebounds,3.0,
808,"Chet Holmgren",2025-12-19,MIN,0,assists,0.0,
811,"Chet Holmgren",2025-12-19,MIN,0,pa,14.0,
806,"Chet Holmgren",2025-12-19,MIN,0,points,14.0,
810,"Chet Holmgren",2025-12-19,MIN,0,pr,19.0,
809,"Chet Holmgren",2025-12-19,MIN,0,pra,19.0,
812,"Chet Holmgren",2025-12-19,MIN,0,ra,5.0,
807,"Chet Holmgren",2025-12-19,MIN,0,rebounds,5.0,
815,"Chet Holmgren",2025-12-18,LAC,1,assists,2.0,
818,"Chet Holmgren",2025-12-18,LAC,1,pa,24.0,
813,"Chet Holmgren",2025-12-18,LAC,1,points,22.0,
817,"Chet Holmgren",2025-12-18,LAC,1,pr,29.0,
816,"Chet Holmgren",2025-12-18,LAC,1,pra,31.0,
819,"Chet Holmgren",2025-12-18,LAC,1,ra,9.0,
814,"Chet Holmgren",2025-12-18,LAC,1,rebounds,7.0,
822,"Chet Holmgren",2025-12-13,SAS,1,assists,0.0,
825,"Chet Holmgren",2025-12-13,SAS,1,pa,17.0,
820,"Chet Holmgren",2025-12-13,SAS,1,points,17.0,
824,"Chet Holmgren",2025-12-13,SAS,1,pr,24.0,
823,"Chet Holmgren",2025-12-13,SAS,1,pra,24.0,
826,"Chet Holmgren",2025-12-13,SAS,1,ra,7.0,
821,"Chet Holmgren",2025-12-13,SAS,1,rebounds,7.0,
829,"Chet Holmgren",2025-12-10,PHX,1,assists,2.0,
832,"Chet Holmgren",2025-12-10,PHX,1,pa,26.0,
827,"Chet Holmgren",2025-12-10,PHX,1,points,24.0,
831,"Chet Holmgren",2025-12-10,PHX,1,pr,32.0,
830,"Chet Holmgren",2025-12-10,PHX,1,pra,34.0,
833,"Chet Holmgren",2025-12-10,PHX,1,ra,10.0,
828,"Chet Holmgren",2025-12-10,PHX,1,rebounds,8.0,
836,"Chet Holmgren",2025-12-07,UTA,0,assists,1.0,
839,"Chet Holmgren",2025-12-07,UTA,0,pa,26.0,
834,"Chet Holmgren",2025-12-07,UTA,0,points,25.0,
838,"Chet Holmgren",2025-12-07,UTA,0,pr,34.0,
837,"Chet Holmgren",2025-12-07,UTA,0,pra,35.0,
840,"Chet Holmgren",2025-12-07,UTA,0,ra,10.0,
835,"Chet Holmgren",2025-12-07,UTA,0,rebounds,9.0,
843,"Chet Holmgren",2025-12-05,DAL,1,assists,1.0,
846,"Chet Holmgren",2025-12-05,DAL,1,pa,16.0,
841,"Chet Holmgren",2025-12-05,DAL,1,points,15.0,
845,"Chet Holmgren",2025-12-05,DAL,1,pr,23.0,
844,"Chet Holmgren",2025-12-05,DAL,1,pra,24.0,
847,"Chet Holmgren",2025-12-05,DAL,1,ra,9.0,
842,"Chet Holmgren",2025-12-05,DAL,1,rebounds,8.0,
850,"Chet Holmgren",2025-12-02,GSW,0,assists,3.0,
853,"Chet Holmgren",2025-12-02,GSW,0,pa,24.0,
848,"Chet Holmgren",2025-12-02,GSW,0,points,21.0,
852,"Chet Holmgren",2025-12-02,GSW,0,pr,29.0,
851,"Chet Holmgren",2025-12-02,GSW,0,pra,32.0,
854,"Chet Holmgren",2025-12-02,GSW,0,ra,11.0,
849,"Chet Holmgren",2025-12-02,GSW,0,rebounds,8.0,
857,"Chet Holmgren",2025-11-30,POR,0,assists,1.0,
860,"Chet Holmgren",2025-11-30,POR,0,pa,20.0,
855,"Chet Holmgren",2025-11-30,POR,0,points,19.0,
859,"Chet Holmgren",2025-11-30,POR,0,pr,28.0,
858,"Chet Holmgren",2025-11-30,POR,0,pra,29.0,
861,"Chet Holmgren",2025-11-30,POR,0,ra,10.0,
856,"Chet Holmgren",2025-11-30,POR,0,rebounds,9.0,
864,"Chet Holmgren",2025-11-28,PHX,1,assists,1.0,
867,"Chet Holmgren",2025-11-28,PHX,1,pa,24.0,
862,"Chet Holmgren",2025-11-28,PHX,1,points,23.0,
866,"Chet Holmgren",2025-11-28,PHX,1,pr,31.0,
865,"Chet Holmgren",2025-11-28,PHX,1,pra,32.0,
868,"Chet Holmgren",2025-11-28,PHX,1,ra,9.0,
863,"Chet Holmgren",2025-11-28,PHX,1,rebounds,8.0,
871,"Chet Holmgren",2025-11-26,MIN,1,assists,2.0,
874,"Chet Holmgren",2025-11-26,MIN,1,pa,14.0,
869,"Chet Holmgren",2025-11-26,MIN,1,points,12.0,
873,"Chet Holmgren",2025-11-26,MIN,1,pr,21.0,
872,"Chet Holmgren",2025-11-26,MIN,1,pra,23.0,
875,"Chet Holmgren",2025-11-26,MIN,1,ra,11.0,
870,"Chet Holmgren",2025-11-26,MIN,1,rebounds,9.0,
878,"Chet Holmgren",2025-11-23,POR,1,assists,4.0,
881,"Chet Holmgren",2025-11-23,POR,1,pa,9.0,
876,"Chet Holmgren",2025-11-23,POR,1,points,5.0,
880,"Chet Holmgren",2025-11-23,POR,1,pr,14.0,
879,"Chet Holmgren",2025-11-23,POR,1,pra,18.0,
882,"Chet Holmgren",2025-11-23,POR,1,ra,13.0,
877,"Chet Holmgren",2025-11-23,POR,1,rebounds,9.0,
885,"Chet Holmgren",2025-11-21,UTA,0,assists,2.0,
888,"Chet Holmgren",2025-11-21,UTA,0,pa,13.0,
883,"Chet Holmgren",2025-11-21,UTA,0,points,11.0,
887,"Chet Holmgren",2025-11-21,UTA,0,pr,14.0,
886,"Chet Holmgren",2025-11-21,UTA,0,pra,16.0,
889,"Chet Holmgren",2025-11-21,UTA,0,ra,5.0,
884,"Chet Holmgren",2025-11-21,UTA,0,rebounds,3.0,
892,"Chet Holmgren",2025-11-19,SAC,1,assists,1.0,
895,"Chet Holmgren",2025-11-19,SAC,1,pa,22.0,
890,"Chet Holmgren",2025-11-19,SAC,1,points,21.0,
894,"Chet Holmgren",2025-11-19,SAC,1,pr,28.0,
893,"Chet Holmgren",2025-11-19,SAC,1,pra,29.0,
896,"Chet Holmgren",2025-11-19,SAC,1,ra,8.0,
891,"Chet Holmgren",2025-11-19,SAC,1,rebounds,7.0,
899,"Chet Holmgren",2025-11-17,NOP,0,assists,0.0,
902,"Chet Holmgren",2025-11-17,NOP,0,pa,26.0,
897,"Chet Holmgren",2025-11-17,NOP,0,points,26.0,
901,"Chet Holmgren",2025-11-17,NOP,0,pr,35.0,
900,"Chet Holmgren",2025-11-17,NOP,0,pra,35.0,
903,"Chet Holmgren",2025-11-17,NOP,0,ra,9.0,
898,"Chet Holmgren",2025-11-17,NOP,0,rebounds,9.0,
906,"Chet Holmgren",2025-11-15,CHA,0,assists,2.0,
909,"Chet Holmgren",2025-11-15,CHA,0,pa,27.0,
