id,player_name,game_date,opponent_team,prop_type,hit,is_home,is_b2b,games_experience,minutes_bucket,closing_line,season_avg,last_10_avg,last_5_avg,std_dev,games_played,minutes_avg,days_rest,line_vs_season,line_vs_recent,form_trend,line_difficulty,actual_result,split,parsed_date
8472,Brandon Ingram,1/23/26,POR,rebounds,1,0,0,experienced,high,5.5,5.9,6.2,5.2,2.4,44,33.9,1,-0.40000000000000036,-0.7000000000000002,-1.0,-0.16666666666666682,7,val,2026-01-23
8480,Brandon Ingram,1/21/26,SAC,assists,1,0,1,experienced,high,3.5,3.8,3.6,5.0,1.7,43,33.9,0,-0.2999999999999998,-0.10000000000000009,1.4,-0.17647058823529402,4,val,2026-01-21
8483,Brandon Ingram,1/21/26,SAC,pa,0,0,1,experienced,high,27.5,25.5,24.4,26.4,,43,33.9,0,2.0,3.1000000000000014,2.0,,27,val,2026-01-21
8478,Brandon Ingram,1/21/26,SAC,points,0,0,1,experienced,high,23.5,21.7,20.8,21.4,6.9,43,33.9,0,1.8000000000000007,2.6999999999999993,0.5999999999999979,0.2608695652173914,23,val,2026-01-21
8482,Brandon Ingram,1/21/26,SAC,pr,0,0,1,experienced,high,29.5,27.7,27.6,28.0,,43,33.9,0,1.8000000000000007,1.8999999999999986,0.3999999999999986,,26,val,2026-01-21
8481,Brandon Ingram,1/21/26,SAC,pra,1,0,1,experienced,high,23.5,31.5,31.2,33.0,,43,33.9,0,-8.0,-7.699999999999999,1.8000000000000007,,30,val,2026-01-21
8484,Brandon Ingram,1/21/26,SAC,ra,0,0,1,experienced,high,9.5,9.8,10.4,11.6,,43,33.9,0,-0.3000000000000007,-0.9000000000000004,1.1999999999999993,,7,val,2026-01-21
8479,Brandon Ingram,1/21/26,SAC,rebounds,0,0,1,experienced,high,5.5,6.0,6.8,6.6,2.4,43,33.9,0,-0.5,-1.2999999999999998,-0.20000000000000018,-0.20833333333333334,3,val,2026-01-21
8487,Brandon Ingram,1/20/26,GSW,assists,1,0,0,experienced,high,3.5,3.8,3.7,4.4,1.7,42,33.9,1,-0.2999999999999998,-0.20000000000000018,0.7000000000000002,-0.17647058823529402,5,train,2026-01-20
8490,Brandon Ingram,1/20/26,GSW,pa,0,0,0,experienced,high,27.5,25.5,24.9,22.6,,42,33.9,1,2.0,2.6000000000000014,-2.299999999999997,,27,train,2026-01-20
8485,Brandon Ingram,1/20/26,GSW,points,0,0,0,experienced,high,23.5,21.7,21.2,18.2,7.0,42,33.9,1,1.8000000000000007,2.3000000000000007,-3.0,0.25714285714285723,22,train,2026-01-20
8489,Brandon Ingram,1/20/26,GSW,pr,0,0,0,experienced,high,29.5,27.8,28.0,24.0,,42,33.9,1,1.6999999999999993,1.5,-4.0,,26,train,2026-01-20
8488,Brandon Ingram,1/20/26,GSW,pra,1,0,0,experienced,high,23.5,31.5,31.7,28.4,,42,33.9,1,-8.0,-8.2,-3.3000000000000007,,31,train,2026-01-20
8491,Brandon Ingram,1/20/26,GSW,ra,0,0,0,experienced,high,10.5,9.8,10.5,10.2,,42,33.9,1,0.6999999999999993,0.0,-0.3000000000000007,,9,train,2026-01-20
8486,Brandon Ingram,1/20/26,GSW,rebounds,0,0,0,experienced,high,6.5,6.0,6.8,5.8,2.4,42,33.9,1,0.5,-0.2999999999999998,-1.0,0.20833333333333334,4,train,2026-01-20
8494,Brandon Ingram,1/18/26,LAL,assists,1,0,0,experienced,high,3.5,3.7,3.2,3.6,1.7,41,33.9,1,-0.20000000000000018,0.2999999999999998,0.3999999999999999,-0.11764705882352952,7,train,2026-01-18
8497,Brandon Ingram,1/18/26,LAL,pa,0,0,0,experienced,high,27.5,25.5,25.4,21.8,,41,33.9,1,2.0,2.1000000000000014,-3.599999999999998,,26,train,2026-01-18
8492,Brandon Ingram,1/18/26,LAL,points,0,0,0,experienced,high,23.5,21.8,22.2,18.2,7.0,41,33.9,1,1.6999999999999993,1.3000000000000007,-4.0,0.24285714285714274,19,train,2026-01-18
8496,Brandon Ingram,1/18/26,LAL,pr,0,0,0,experienced,high,28.5,27.9,29.0,24.6,,41,33.9,1,0.6000000000000014,-0.5,-4.399999999999999,,25,train,2026-01-18
8495,Brandon Ingram,1/18/26,LAL,pra,1,0,0,experienced,high,23.5,31.5,32.2,28.2,,41,33.9,1,-8.0,-8.700000000000003,-4.0000000000000036,,32,train,2026-01-18
8498,Brandon Ingram,1/18/26,LAL,ra,1,0,0,experienced,high,9.5,9.7,10.0,10.0,,41,33.9,1,-0.1999999999999993,-0.5,0.0,,13,train,2026-01-18
8493,Brandon Ingram,1/18/26,LAL,rebounds,1,0,0,experienced,high,5.5,6.0,6.8,6.4,2.4,41,33.9,1,-0.5,-1.2999999999999998,-0.39999999999999947,-0.20833333333333334,6,train,2026-01-18
8501,Brandon Ingram,1/16/26,LAC,assists,0,1,0,experienced,high,3.5,3.7,3.2,3.4,1.7,40,33.7,1,-0.20000000000000018,0.2999999999999998,0.19999999999999973,-0.11764705882352952,2,train,2026-01-16
8504,Brandon Ingram,1/16/26,LAC,pa,0,1,0,experienced,high,27.5,25.6,24.7,23.6,,40,33.7,1,1.8999999999999986,2.8000000000000007,-1.0999999999999979,,21,train,2026-01-16
8499,Brandon Ingram,1/16/26,LAC,points,0,1,0,experienced,high,23.5,21.9,21.5,20.2,7.1,40,33.7,1,1.6000000000000014,2.0,-1.3000000000000007,0.22535211267605654,19,train,2026-01-16
8503,Brandon Ingram,1/16/26,LAC,pr,0,1,0,experienced,high,29.5,27.9,28.3,27.2,,40,33.7,1,1.6000000000000014,1.1999999999999993,-1.1000000000000014,,25,train,2026-01-16
8502,Brandon Ingram,1/16/26,LAC,pra,1,1,0,experienced,high,23.5,31.7,31.5,30.6,,40,33.7,1,-8.2,-8.0,-0.8999999999999986,,27,train,2026-01-16
8505,Brandon Ingram,1/16/26,LAC,ra,0,1,0,experienced,high,9.5,9.8,10.0,10.4,,40,33.7,1,-0.3000000000000007,-0.5,0.40000000000000036,,8,train,2026-01-16
8500,Brandon Ingram,1/16/26,LAC,rebounds,1,1,0,experienced,high,5.5,6.0,6.8,7.0,2.4,40,33.7,1,-0.5,-1.2999999999999998,0.20000000000000018,-0.20833333333333334,6,train,2026-01-16
8508,Brandon Ingram,1/14/26,IND,assists,1,0,0,experienced,high,3.5,3.7,3.1,2.8,1.7,39,33.6,1,-0.20000000000000018,0.3999999999999999,-0.30000000000000027,-0.11764705882352952,4,train,2026-01-14
8511,Brandon Ingram,1/14/26,IND,pa,1,0,0,experienced,high,29.5,25.4,23.5,23.0,,39,33.6,1,4.100000000000001,6.0,-0.5,,34,train,2026-01-14
8506,Brandon Ingram,1/14/26,IND,points,1,0,0,experienced,high,25.5,21.7,20.4,20.2,7.1,39,33.6,1,3.8000000000000007,5.100000000000001,-0.1999999999999993,0.535211267605634,30,train,2026-01-14
8510,Brandon Ingram,1/14/26,IND,pr,1,0,0,experienced,high,31.5,27.7,27.0,27.4,,39,33.6,1,3.8000000000000007,4.5,0.3999999999999986,,37,train,2026-01-14
8509,Brandon Ingram,1/14/26,IND,pra,1,0,0,experienced,high,25.5,31.4,30.1,30.2,,39,33.6,1,-5.899999999999999,-4.600000000000001,0.09999999999999787,,41,train,2026-01-14
8512,Brandon Ingram,1/14/26,IND,ra,1,0,0,experienced,high,10.5,9.7,9.7,10.0,,39,33.6,1,0.8000000000000007,0.8000000000000007,0.3000000000000007,,11,train,2026-01-14
8507,Brandon Ingram,1/14/26,IND,rebounds,1,0,0,experienced,high,6.5,6.0,6.6,7.2,2.5,39,33.6,1,0.5,-0.09999999999999964,0.6000000000000005,0.2,7,train,2026-01-14
8515,Brandon Ingram,1/12/26,PHI,assists,1,1,0,experienced,high,2.5,3.6,3.1,2.2,1.6,38,33.6,4,-1.1,-0.6000000000000001,-0.8999999999999999,-0.6875,7,train,2026-01-12
8518,Brandon Ingram,1/12/26,PHI,pa,1,1,0,experienced,high,23.5,25.4,24.2,22.4,,38,33.6,4,-1.8999999999999986,-0.6999999999999993,-1.8000000000000007,,24,train,2026-01-12
8513,Brandon Ingram,1/12/26,PHI,points,0,1,0,experienced,high,20.5,21.8,21.1,20.2,7.1,38,33.6,4,-1.3000000000000007,-0.6000000000000014,-0.9000000000000021,-0.1830985915492959,17,train,2026-01-12
8517,Brandon Ingram,1/12/26,PHI,pr,1,1,0,experienced,high,26.5,27.7,27.1,27.2,,38,33.6,4,-1.1999999999999993,-0.6000000000000014,0.09999999999999787,,27,train,2026-01-12
8516,Brandon Ingram,1/12/26,PHI,pra,1,1,0,experienced,high,20.5,31.3,30.2,29.4,,38,33.6,4,-10.8,-9.7,-0.8000000000000007,,34,train,2026-01-12
8519,Brandon Ingram,1/12/26,PHI,ra,1,1,0,experienced,high,8.5,9.6,9.1,9.2,,38,33.6,4,-1.0999999999999996,-0.5999999999999996,0.09999999999999964,,17,train,2026-01-12
8514,Brandon Ingram,1/12/26,PHI,rebounds,1,1,0,experienced,high,5.5,5.9,6.0,7.0,2.4,38,33.6,4,-0.40000000000000036,-0.5,1.0,-0.16666666666666682,10,train,2026-01-12
8522,Brandon Ingram,1/7/26,CHA,assists,0,0,0,experienced,starter,3.5,3.7,3.2,3.0,1.6,37,34.2,1,-0.20000000000000018,0.2999999999999998,-0.20000000000000018,-0.1250000000000001,2,train,2026-01-07
8525,Brandon Ingram,1/7/26,CHA,pa,0,0,0,experienced,starter,26.5,25.9,26.6,27.2,,37,34.2,1,0.6000000000000014,-0.10000000000000142,0.5999999999999979,,8,train,2026-01-07
8520,Brandon Ingram,1/7/26,CHA,points,0,0,0,experienced,starter,22.5,22.2,23.4,24.2,6.7,37,34.2,1,0.3000000000000007,-0.8999999999999986,0.8000000000000007,0.044776119402985176,6,train,2026-01-07
8524,Brandon Ingram,1/7/26,CHA,pr,0,0,0,experienced,starter,28.5,28.3,30.2,32.0,,37,34.2,1,0.1999999999999993,-1.6999999999999993,1.8000000000000007,,6,train,2026-01-07
8523,Brandon Ingram,1/7/26,CHA,pra,0,0,0,experienced,starter,22.5,32.0,33.4,35.0,,37,34.2,1,-9.5,-10.899999999999999,1.6000000000000014,,8,train,2026-01-07
8526,Brandon Ingram,1/7/26,CHA,ra,0,0,0,experienced,starter,9.5,9.8,10.0,10.8,,37,34.2,1,-0.3000000000000007,-0.5,0.8000000000000007,,2,train,2026-01-07
8521,Brandon Ingram,1/7/26,CHA,rebounds,0,0,0,experienced,starter,5.5,6.1,6.8,7.8,2.2,37,34.2,1,-0.5999999999999996,-1.2999999999999998,1.0,-0.27272727272727254,0,train,2026-01-07
8529,Brandon Ingram,1/5/26,ATL,assists,0,1,0,experienced,starter,3.5,3.7,3.4,2.8,1.6,36,34.2,1,-0.20000000000000018,0.10000000000000009,-0.6000000000000001,-0.1250000000000001,3,train,2026-01-05
8532,Brandon Ingram,1/5/26,ATL,pa,0,1,0,experienced,starter,26.5,26.0,27.7,29.0,,36,34.2,1,0.5,-1.1999999999999993,1.3000000000000007,,22,train,2026-01-05
8527,Brandon Ingram,1/5/26,ATL,points,0,1,0,experienced,starter,22.5,22.3,24.3,26.2,6.8,36,34.2,1,0.1999999999999993,-1.8000000000000007,1.8999999999999986,0.02941176470588225,19,train,2026-01-05
8531,Brandon Ingram,1/5/26,ATL,pr,0,1,0,experienced,starter,29.5,28.3,30.7,33.4,,36,34.2,1,1.1999999999999993,-1.1999999999999993,2.6999999999999993,,28,train,2026-01-05
8530,Brandon Ingram,1/5/26,ATL,pra,1,1,0,experienced,starter,22.5,32.0,34.1,36.2,,36,34.2,1,-9.5,-11.600000000000001,2.1000000000000014,,31,train,2026-01-05
8533,Brandon Ingram,1/5/26,ATL,ra,1,1,0,experienced,starter,9.5,9.7,9.8,10.0,,36,34.2,1,-0.1999999999999993,-0.3000000000000007,0.1999999999999993,,12,train,2026-01-05
8528,Brandon Ingram,1/5/26,ATL,rebounds,1,1,0,experienced,starter,6.5,6.0,6.4,7.2,2.2,36,34.2,1,0.5,0.09999999999999964,0.7999999999999998,0.22727272727272727,9,train,2026-01-05
8536,Brandon Ingram,1/3/26,ATL,assists,0,1,0,experienced,starter,3.5,3.8,3.9,3.0,1.6,35,34.2,2,-0.2999999999999998,-0.3999999999999999,-0.8999999999999999,-0.1874999999999999,1,train,2026-01-03
8539,Brandon Ingram,1/3/26,ATL,pa,1,1,0,experienced,starter,27.5,25.9,28.4,25.8,,35,34.2,2,1.6000000000000014,-0.8999999999999986,-2.599999999999998,,30,train,2026-01-03
8534,Brandon Ingram,1/3/26,ATL,points,1,1,0,experienced,starter,23.5,22.1,24.5,22.8,6.8,35,34.2,2,1.3999999999999986,-1.0,-1.6999999999999993,0.20588235294117627,29,train,2026-01-03
8538,Brandon Ingram,1/3/26,ATL,pr,1,1,0,experienced,starter,29.5,28.0,30.6,29.4,,35,34.2,2,1.5,-1.1000000000000014,-1.2000000000000028,,38,train,2026-01-03
8537,Brandon Ingram,1/3/26,ATL,pra,1,1,0,experienced,starter,23.5,31.8,34.5,32.4,,35,34.2,2,-8.3,-11.0,-2.1000000000000014,,39,train,2026-01-03
8540,Brandon Ingram,1/3/26,ATL,ra,0,1,0,experienced,starter,10.5,9.7,10.0,9.6,,35,34.2,2,0.8000000000000007,0.5,-0.40000000000000036,,10,train,2026-01-03
8535,Brandon Ingram,1/3/26,ATL,rebounds,1,1,0,experienced,starter,6.5,5.9,6.1,6.6,2.2,35,34.2,2,0.5999999999999996,0.40000000000000036,0.5,0.27272727272727254,9,train,2026-01-03
8543,Brandon Ingram,12/31/25,DEN,assists,0,1,0,experienced,starter,3.5,3.9,4.1,3.4,1.5,34,34.1,1,-0.3999999999999999,-0.5999999999999996,-0.6999999999999997,-0.2666666666666666,1,train,2025-12-31
8546,Brandon Ingram,12/31/25,DEN,pa,1,1,0,experienced,starter,27.5,25.7,28.6,24.0,,34,34.1,1,1.8000000000000007,-1.1000000000000014,-4.600000000000001,,31,train,2025-12-31
8541,Brandon Ingram,12/31/25,DEN,points,1,1,0,experienced,starter,23.5,21.9,24.5,20.6,6.7,34,34.1,1,1.6000000000000014,-1.0,-3.8999999999999986,0.23880597014925395,30,train,2025-12-31
8545,Brandon Ingram,12/31/25,DEN,pr,1,1,0,experienced,starter,29.5,27.7,30.2,26.6,,34,34.1,1,1.8000000000000007,-0.6999999999999993,-3.599999999999998,,38,train,2025-12-31
8544,Brandon Ingram,12/31/25,DEN,pra,1,1,0,experienced,starter,23.5,31.6,34.3,30.0,,34,34.1,1,-8.100000000000001,-10.799999999999997,-4.299999999999997,,39,train,2025-12-31
8547,Brandon Ingram,12/31/25,DEN,ra,0,1,0,experienced,starter,9.5,9.7,9.8,9.4,,34,34.1,1,-0.1999999999999993,-0.3000000000000007,-0.40000000000000036,,9,train,2025-12-31
8542,Brandon Ingram,12/31/25,DEN,rebounds,1,1,0,experienced,starter,5.5,5.9,5.7,6.0,2.2,34,34.1,1,-0.40000000000000036,-0.20000000000000018,0.2999999999999998,-0.18181818181818196,8,train,2025-12-31
8550,Brandon Ingram,12/29/25,ORL,assists,1,1,1,experienced,starter,3.5,3.8,3.9,4.0,1.6,33,34.2,0,-0.2999999999999998,-0.3999999999999999,0.10000000000000009,-0.1874999999999999,4,train,2025-12-29
8553,Brandon Ingram,12/29/25,ORL,pa,0,1,1,experienced,starter,26.5,25.9,27.4,26.0,,33,34.2,0,0.6000000000000014,-0.8999999999999986,-1.3999999999999986,,21,train,2025-12-29
8548,Brandon Ingram,12/29/25,ORL,points,0,1,1,experienced,starter,22.5,22.0,23.5,22.0,6.8,33,34.2,0,0.5,-1.0,-1.5,0.07352941176470588,17,train,2025-12-29
8552,Brandon Ingram,12/29/25,ORL,pr,0,1,1,experienced,starter,28.5,27.8,29.2,27.0,,33,34.2,0,0.6999999999999993,-0.6999999999999993,-2.1999999999999993,,26,train,2025-12-29
8551,Brandon Ingram,12/29/25,ORL,pra,1,1,1,experienced,starter,22.5,31.6,33.1,31.0,,33,34.2,0,-9.100000000000001,-10.600000000000001,-2.1000000000000014,,30,train,2025-12-29
8554,Brandon Ingram,12/29/25,ORL,ra,1,1,1,experienced,starter,9.5,9.6,9.6,9.0,,33,34.2,0,-0.09999999999999964,-0.09999999999999964,-0.5999999999999996,,13,train,2025-12-29
8549,Brandon Ingram,12/29/25,ORL,rebounds,1,1,1,experienced,starter,5.5,5.8,5.7,5.0,2.1,33,34.2,0,-0.2999999999999998,-0.20000000000000018,-0.7000000000000002,-0.14285714285714277,9,train,2025-12-29
8557,Brandon Ingram,12/28/25,GSW,assists,1,1,0,experienced,high,3.5,3.8,4.0,3.4,1.5,32,34.0,1,-0.2999999999999998,-0.5,-0.6000000000000001,-0.19999999999999987,6,train,2025-12-28
8560,Brandon Ingram,12/28/25,GSW,pa,1,1,0,experienced,high,26.5,25.7,26.9,26.0,,32,34.0,1,0.8000000000000007,-0.3999999999999986,-0.8999999999999986,,32,train,2025-12-28
8555,Brandon Ingram,12/28/25,GSW,points,1,1,0,experienced,high,22.5,21.9,22.9,22.6,6.9,32,34.0,1,0.6000000000000014,-0.3999999999999986,-0.29999999999999716,0.08695652173913064,26,train,2025-12-28
8559,Brandon Ingram,12/28/25,GSW,pr,1,1,0,experienced,high,28.5,27.7,28.9,28.4,,32,34.0,1,0.8000000000000007,-0.3999999999999986,-0.5,,30,train,2025-12-28
8558,Brandon Ingram,12/28/25,GSW,pra,1,1,0,experienced,high,22.5,31.5,32.9,31.8,,32,34.0,1,-9.0,-10.399999999999999,-1.0999999999999979,,36,train,2025-12-28
8561,Brandon Ingram,12/28/25,GSW,ra,1,1,0,experienced,high,9.5,9.6,10.0,9.2,,32,34.0,1,-0.09999999999999964,-0.5,-0.8000000000000007,,10,train,2025-12-28
8556,Brandon Ingram,12/28/25,GSW,rebounds,0,1,0,experienced,high,5.5,5.8,6.0,5.8,2.1,32,34.0,1,-0.2999999999999998,-0.5,-0.20000000000000018,-0.14285714285714277,4,train,2025-12-28
8564,Brandon Ingram,12/26/25,WAS,assists,0,0,0,experienced,high,4.5,3.8,4.1,4.0,1.5,31,34.0,2,0.7000000000000002,0.40000000000000036,-0.09999999999999964,0.4666666666666668,2,train,2025-12-26
8567,Brandon Ingram,12/26/25,WAS,pa,1,0,0,experienced,high,28.5,25.5,26.2,26.4,,31,34.0,2,3.0,2.3000000000000007,0.1999999999999993,,31,train,2025-12-26
8562,Brandon Ingram,12/26/25,WAS,points,1,0,0,experienced,high,24.5,21.7,22.1,22.4,6.9,31,34.0,2,2.8000000000000007,2.3999999999999986,0.29999999999999716,0.40579710144927544,29,train,2025-12-26
8566,Brandon Ingram,12/26/25,WAS,pr,1,0,0,experienced,high,30.5,27.5,28.1,28.0,,31,34.0,2,3.0,2.3999999999999986,-0.10000000000000142,,35,train,2025-12-26
8565,Brandon Ingram,12/26/25,WAS,pra,1,0,0,experienced,high,24.5,31.3,32.2,32.0,,31,34.0,2,-6.800000000000001,-7.700000000000003,-0.20000000000000284,,37,train,2025-12-26
8568,Brandon Ingram,12/26/25,WAS,ra,0,0,0,experienced,high,10.5,9.6,10.1,9.6,,31,34.0,2,0.9000000000000004,0.40000000000000036,-0.5,,8,train,2025-12-26
8563,Brandon Ingram,12/26/25,WAS,rebounds,0,0,0,experienced,high,6.5,5.8,6.0,5.6,2.2,31,34.0,2,0.7000000000000002,0.5,-0.40000000000000036,0.31818181818181823,6,train,2025-12-26
8571,Brandon Ingram,12/23/25,MIA,assists,0,0,0,experienced,starter,3.5,3.9,4.3,4.8,1.5,30,34.2,1,-0.3999999999999999,-0.7999999999999998,0.5,-0.2666666666666666,2,train,2025-12-23
8574,Brandon Ingram,12/23/25,MIA,pa,0,0,0,experienced,starter,27.5,25.9,26.6,31.0,,30,34.2,1,1.6000000000000014,0.8999999999999986,4.399999999999999,,14,train,2025-12-23
8569,Brandon Ingram,12/23/25,MIA,points,0,0,0,experienced,starter,23.5,22.0,22.3,26.2,6.7,30,34.2,1,1.5,1.1999999999999993,3.8999999999999986,0.22388059701492538,12,train,2025-12-23
8573,Brandon Ingram,12/23/25,MIA,pr,0,0,0,experienced,starter,29.5,27.8,27.8,31.8,,30,34.2,1,1.6999999999999993,1.6999999999999993,4.0,,18,train,2025-12-23
8572,Brandon Ingram,12/23/25,MIA,pra,0,0,0,experienced,starter,23.5,31.7,32.1,36.6,,30,34.2,1,-8.2,-8.600000000000001,4.5,,20,train,2025-12-23
8575,Brandon Ingram,12/23/25,MIA,ra,0,0,0,experienced,starter,10.5,9.7,9.8,10.4,,30,34.2,1,0.8000000000000007,0.6999999999999993,0.5999999999999996,,8,train,2025-12-23
8570,Brandon Ingram,12/23/25,MIA,rebounds,1,0,0,experienced,starter,5.5,5.8,5.5,5.6,2.2,30,34.2,1,-0.2999999999999998,0.0,0.09999999999999964,-0.13636363636363627,6,train,2025-12-23
8578,Brandon Ingram,12/21/25,BKN,assists,0,0,1,experienced,starter,4.5,3.9,4.4,4.8,1.5,29,34.2,0,0.6000000000000001,0.09999999999999964,0.39999999999999947,0.4000000000000001,3,train,2025-12-21
8581,Brandon Ingram,12/21/25,BKN,pa,0,0,1,experienced,starter,27.5,26.0,27.0,33.2,,29,34.2,0,1.5,0.5,6.200000000000003,,22,train,2025-12-21
8576,Brandon Ingram,12/21/25,BKN,points,0,0,1,experienced,starter,23.5,22.1,22.6,28.4,6.8,29,34.2,0,1.3999999999999986,0.8999999999999986,5.799999999999997,0.20588235294117627,19,train,2025-12-21
8580,Brandon Ingram,12/21/25,BKN,pr,0,0,1,experienced,starter,29.5,27.9,28.2,33.8,,29,34.2,0,1.6000000000000014,1.3000000000000007,5.599999999999998,,24,train,2025-12-21
8579,Brandon Ingram,12/21/25,BKN,pra,1,0,1,experienced,starter,23.5,31.9,32.6,38.6,,29,34.2,0,-8.399999999999999,-9.100000000000001,6.0,,27,train,2025-12-21
8582,Brandon Ingram,12/21/25,BKN,ra,0,0,1,experienced,starter,10.5,9.8,10.0,10.2,,29,34.2,0,0.6999999999999993,0.5,0.1999999999999993,,8,train,2025-12-21
8577,Brandon Ingram,12/21/25,BKN,rebounds,0,0,1,experienced,starter,5.5,5.8,5.6,5.4,2.3,29,34.2,0,-0.2999999999999998,-0.09999999999999964,-0.1999999999999993,-0.1304347826086956,5,train,2025-12-21
8585,Brandon Ingram,12/20/25,BOS,assists,1,1,0,experienced,starter,3.5,3.8,3.7,3.8,1.4,28,34.2,1,-0.2999999999999998,-0.20000000000000018,0.09999999999999964,-0.21428571428571416,7,train,2025-12-20
8588,Brandon Ingram,12/20/25,BOS,pa,1,1,0,experienced,starter,27.5,25.9,26.5,28.8,,28,34.2,1,1.6000000000000014,1.0,2.3000000000000007,,31,train,2025-12-20
8583,Brandon Ingram,12/20/25,BOS,points,0,1,0,experienced,starter,24.5,22.0,22.8,25.0,6.9,28,34.2,1,2.5,1.6999999999999993,2.1999999999999993,0.36231884057971014,24,train,2025-12-20
8587,Brandon Ingram,12/20/25,BOS,pr,0,1,0,experienced,starter,30.5,27.9,28.8,31.4,,28,34.2,1,2.6000000000000014,1.6999999999999993,2.599999999999998,,28,train,2025-12-20
8586,Brandon Ingram,12/20/25,BOS,pra,1,1,0,experienced,starter,24.5,31.8,32.5,35.2,,28,34.2,1,-7.300000000000001,-8.0,2.700000000000003,,35,train,2025-12-20
8589,Brandon Ingram,12/20/25,BOS,ra,1,1,0,experienced,starter,9.5,9.7,9.7,10.2,,28,34.2,1,-0.1999999999999993,-0.1999999999999993,0.5,,11,train,2025-12-20
8584,Brandon Ingram,12/20/25,BOS,rebounds,0,1,0,experienced,starter,6.5,5.9,6.0,6.4,2.3,28,34.2,1,0.5999999999999996,0.5,0.40000000000000036,0.2608695652173912,4,train,2025-12-20
8592,Brandon Ingram,12/18/25,MIL,assists,0,0,0,experienced,starter,3.5,3.9,3.6,4.6,1.5,27,34.2,2,-0.3999999999999999,-0.10000000000000009,0.9999999999999996,-0.2666666666666666,3,train,2025-12-18
8595,Brandon Ingram,12/18/25,MIL,pa,1,0,0,experienced,starter,28.5,25.6,27.2,27.8,,27,34.2,2,2.8999999999999986,1.3000000000000007,0.6000000000000014,,32,train,2025-12-18
8590,Brandon Ingram,12/18/25,MIL,points,1,0,0,experienced,starter,24.5,21.8,23.6,23.2,6.9,27,34.2,2,2.6999999999999993,0.8999999999999986,-0.40000000000000213,0.3913043478260868,29,train,2025-12-18
8594,Brandon Ingram,12/18/25,MIL,pr,1,0,0,experienced,starter,30.5,27.6,29.5,29.4,,27,34.2,2,2.8999999999999986,1.0,-0.10000000000000142,,37,train,2025-12-18
8593,Brandon Ingram,12/18/25,MIL,pra,1,0,0,experienced,starter,24.5,31.4,33.1,34.0,,27,34.2,2,-6.899999999999999,-8.600000000000001,0.8999999999999986,,40,train,2025-12-18
8596,Brandon Ingram,12/18/25,MIL,ra,1,0,0,experienced,starter,10.5,9.7,9.5,10.8,,27,34.2,2,0.8000000000000007,1.0,1.3000000000000007,,11,train,2025-12-18
8591,Brandon Ingram,12/18/25,MIL,rebounds,1,0,0,experienced,starter,6.5,5.8,5.9,6.2,2.3,27,34.2,2,0.7000000000000002,0.5999999999999996,0.2999999999999998,0.3043478260869566,8,train,2025-12-18
8599,Brandon Ingram,12/15/25,MIA,assists,1,0,0,experienced,high,3.5,3.8,3.5,4.2,1.5,26,34.0,5,-0.2999999999999998,0.0,0.7000000000000002,-0.19999999999999987,5,train,2025-12-15
8602,Brandon Ingram,12/15/25,MIA,pa,1,0,0,experienced,high,28.5,25.3,25.7,26.0,,26,34.0,5,3.1999999999999993,2.8000000000000007,0.3000000000000007,,33,train,2025-12-15
8597,Brandon Ingram,12/15/25,MIA,points,1,0,0,experienced,high,23.5,21.5,22.2,21.8,7.0,26,34.0,5,2.0,1.3000000000000007,-0.3999999999999986,0.2857142857142857,28,train,2025-12-15
8601,Brandon Ingram,12/15/25,MIA,pr,1,0,0,experienced,high,30.5,27.4,28.2,28.2,,26,34.0,5,3.1000000000000014,2.3000000000000007,0.0,,33,train,2025-12-15
8600,Brandon Ingram,12/15/25,MIA,pra,1,0,0,experienced,high,23.5,31.2,31.7,32.4,,26,34.0,5,-7.699999999999999,-8.2,0.6999999999999993,,38,train,2025-12-15
8603,Brandon Ingram,12/15/25,MIA,ra,0,0,0,experienced,high,10.5,9.7,9.5,10.6,,26,34.0,5,0.8000000000000007,1.0,1.0999999999999996,,10,train,2025-12-15
8598,Brandon Ingram,12/15/25,MIA,rebounds,0,0,0,experienced,high,5.5,5.8,6.0,6.4,2.3,26,34.0,5,-0.2999999999999998,-0.5,0.40000000000000036,-0.1304347826086956,5,train,2025-12-15
8606,Brandon Ingram,12/9/25,NYK,assists,1,1,0,moderate,high,3.5,3.7,3.5,3.8,1.4,25,33.8,1,-0.20000000000000018,0.0,0.2999999999999998,-0.142857142857143,6,train,2025-12-09
8609,Brandon Ingram,12/9/25,NYK,pa,1,1,0,moderate,high,27.5,24.9,25.0,22.2,,25,33.8,1,2.6000000000000014,2.5,-2.8000000000000007,,37,train,2025-12-09
8604,Brandon Ingram,12/9/25,NYK,points,1,1,0,moderate,high,23.5,21.2,21.5,18.4,6.8,25,33.8,1,2.3000000000000007,2.0,-3.1000000000000014,0.3382352941176472,31,train,2025-12-09
8608,Brandon Ingram,12/9/25,NYK,pr,1,1,0,moderate,high,28.5,27.0,27.7,23.8,,25,33.8,1,1.5,0.8000000000000007,-3.8999999999999986,,37,train,2025-12-09
8607,Brandon Ingram,12/9/25,NYK,pra,1,1,0,moderate,high,23.5,30.7,31.2,27.6,,25,33.8,1,-7.199999999999999,-7.699999999999999,-3.599999999999998,,43,train,2025-12-09
