id,player_name,game_date,opponent_team,prop_type,split,hit,actual_result,closing_line,is_home,season_avg,last_10_avg,last_5_avg,std_dev,games_played,minutes_avg,days_rest,is_b2b,line_vs_season,line_vs_recent,line_vs_last_5,line_difficulty,consistency,avg_vs_opponent,games_vs_opponent,opp_def_rating,opp_pace
7898,De'Aaron Fox,2026-01-02,IND,rebounds,train,1,7,4.5,0,3.6,3.5,3.4,1.6,24,32.3,1,0,0.8999999999999999,1.0,1.1,0.5624999999999999,2.25,22.166666666666668,6,116.0,102.5
7892,De'Aaron Fox,2026-01-03,POR,assists,train,0,4,5.5,1,5.9,5.0,5.2,2.9,25,32.3,0,1,-0.40000000000000036,0.5,0.2999999999999998,-0.13793103448275876,2.03448275862069,29.142857142857142,7,118.0,99.0
7895,De'Aaron Fox,2026-01-03,POR,pa,train,0,23,30.5,1,27.8,23.2,25.0,,25,32.3,0,1,2.6999999999999993,7.300000000000001,5.5,0.0,20.0,26.0,8,118.0,99.0
7890,De'Aaron Fox,2026-01-03,POR,points,train,0,19,23.5,1,21.8,18.2,19.8,8.0,25,32.3,0,1,1.6999999999999993,5.300000000000001,3.6999999999999993,0.2124999999999999,2.725,25.666666666666668,9,118.0,99.0
7894,De'Aaron Fox,2026-01-03,POR,pr,train,0,25,29.5,1,25.6,22.0,23.2,,25,32.3,0,1,3.8999999999999986,7.5,6.300000000000001,0.0,20.0,25.0,10,118.0,99.0
7893,De'Aaron Fox,2026-01-03,POR,pra,train,0,29,35.5,1,31.5,27.0,28.4,,25,32.3,0,1,4.0,8.5,7.100000000000001,0.0,20.0,25.0,11,118.0,99.0
7896,De'Aaron Fox,2026-01-03,POR,ra,train,1,10,9.5,1,9.7,8.8,8.6,,25,32.3,0,1,-0.1999999999999993,0.6999999999999993,0.9000000000000004,0.0,9.7,25.333333333333332,12,118.0,99.0
7891,De'Aaron Fox,2026-01-03,POR,rebounds,train,1,6,4.5,1,3.8,3.8,3.4,1.7,25,32.3,0,1,0.7000000000000002,0.7000000000000002,1.1,0.41176470588235303,2.235294117647059,24.153846153846153,13,118.0,99.0
7885,De'Aaron Fox,2026-01-06,MEM,assists,train,1,8,5.5,0,5.8,5.1,4.2,2.8,26,32.4,2,0,-0.2999999999999998,0.40000000000000036,1.2999999999999998,-0.10714285714285708,2.0714285714285716,19.142857142857142,14,111.5,100.5
7888,De'Aaron Fox,2026-01-06,MEM,pa,train,0,17,26.5,0,27.6,23.2,26.6,,26,32.4,2,0,-1.1000000000000014,3.3000000000000007,-0.10000000000000142,0.0,20.0,18.4,15,111.5,100.5
7883,De'Aaron Fox,2026-01-06,MEM,points,train,0,9,21.5,0,21.7,18.1,22.4,7.8,26,32.4,2,0,-0.1999999999999993,3.3999999999999986,-0.8999999999999986,-0.02564102564102555,2.782051282051282,18.3125,16,111.5,100.5
7887,De'Aaron Fox,2026-01-06,MEM,pr,train,0,14,25.5,0,25.6,22.1,26.4,,26,32.4,2,0,-0.10000000000000142,3.3999999999999986,-0.8999999999999986,0.0,20.0,17.764705882352942,17,111.5,100.5
7886,De'Aaron Fox,2026-01-06,MEM,pra,train,0,22,31.5,0,31.4,27.2,30.6,,26,32.4,2,0,0.10000000000000142,4.300000000000001,0.8999999999999986,0.0,20.0,17.555555555555557,18,111.5,100.5
7889,De'Aaron Fox,2026-01-06,MEM,ra,train,1,13,9.5,0,9.7,9.1,8.2,,26,32.4,2,0,-0.1999999999999993,0.40000000000000036,1.3000000000000007,0.0,9.7,17.789473684210527,19,111.5,100.5
7884,De'Aaron Fox,2026-01-06,MEM,rebounds,train,1,5,3.5,0,3.8,4.0,4.0,1.8,26,32.4,2,0,-0.2999999999999998,-0.5,-0.5,-0.16666666666666657,2.111111111111111,17.55,20,111.5,100.5
7878,De'Aaron Fox,2026-01-07,LAL,assists,train,0,5,5.5,1,5.9,5.5,5.2,2.8,27,32.3,0,1,-0.40000000000000036,0.0,0.2999999999999998,-0.142857142857143,2.107142857142857,14.692307692307692,13,111.0,100.2
7881,De'Aaron Fox,2026-01-07,LAL,pa,train,0,19,25.5,1,27.2,22.3,23.6,,27,32.3,0,1,-1.6999999999999993,3.1999999999999993,1.8999999999999986,0.0,20.0,14.333333333333334,12,111.0,100.2
7876,De'Aaron Fox,2026-01-07,LAL,points,train,0,14,19.5,1,21.3,16.8,18.4,8.1,27,32.3,0,1,-1.8000000000000007,2.6999999999999993,1.1000000000000014,-0.22222222222222232,2.6296296296296298,14.363636363636363,11,111.0,100.2
7880,De'Aaron Fox,2026-01-07,LAL,pr,train,0,17,24.5,1,25.1,21.1,22.6,,27,32.3,0,1,-0.6000000000000014,3.3999999999999986,1.8999999999999986,0.0,20.0,14.1,10,111.0,100.2
7879,De'Aaron Fox,2026-01-07,LAL,pra,train,0,22,29.5,1,31.1,26.6,27.8,,27,32.3,0,1,-1.6000000000000014,2.8999999999999986,1.6999999999999993,0.0,20.0,13.222222222222221,9,111.0,100.2
7882,De'Aaron Fox,2026-01-07,LAL,ra,train,0,8,9.5,1,9.8,9.8,9.4,,27,32.3,0,1,-0.3000000000000007,-0.3000000000000007,0.09999999999999964,0.0,9.8,13.875,8,111.0,100.2
7877,De'Aaron Fox,2026-01-07,LAL,rebounds,train,0,3,3.5,1,3.9,4.3,4.2,1.7,27,32.3,0,1,-0.3999999999999999,-0.7999999999999998,-0.7000000000000002,-0.23529411764705876,2.2941176470588234,15.428571428571429,7,111.0,100.2
7871,De'Aaron Fox,2026-01-10,BOS,assists,train,1,6,5.5,0,5.9,5.7,5.6,2.8,28,32.4,2,0,-0.40000000000000036,-0.20000000000000018,-0.09999999999999964,-0.142857142857143,2.107142857142857,5.9,0,108.5,99.2
7874,De'Aaron Fox,2026-01-10,BOS,pa,train,1,27,25.5,0,26.9,23.3,24.0,,28,32.4,2,0,-1.3999999999999986,2.1999999999999993,1.5,0.0,20.0,6.0,1,108.5,99.2
7869,De'Aaron Fox,2026-01-10,BOS,points,train,1,21,19.5,0,21.0,17.6,18.4,8.0,28,32.4,2,0,-1.5,1.8999999999999986,1.1000000000000014,-0.1875,2.625,16.5,2,108.5,99.2
7873,De'Aaron Fox,2026-01-10,BOS,pr,train,1,30,22.5,0,24.9,21.9,22.8,,28,32.4,2,0,-2.3999999999999986,0.6000000000000014,-0.3000000000000007,0.0,20.0,18.0,3,108.5,99.2
7872,De'Aaron Fox,2026-01-10,BOS,pra,train,1,36,29.5,0,30.8,27.6,28.4,,28,32.4,2,0,-1.3000000000000007,1.8999999999999986,1.1000000000000014,0.0,20.0,21.0,4,108.5,99.2
7875,De'Aaron Fox,2026-01-10,BOS,ra,train,1,15,9.5,0,9.8,10.0,10.0,,28,32.4,2,0,-0.3000000000000007,-0.5,-0.5,0.0,9.8,24.0,5,108.5,99.2
7870,De'Aaron Fox,2026-01-10,BOS,rebounds,train,1,9,3.5,0,3.9,4.3,4.4,1.7,28,32.4,2,0,-0.3999999999999999,-0.7999999999999998,-0.9000000000000004,-0.23529411764705876,2.2941176470588234,22.5,6,108.5,99.2
7864,De'Aaron Fox,2026-01-11,MIN,assists,train,0,4,5.5,0,5.9,5.5,5.4,2.7,29,32.5,0,1,-0.40000000000000036,0.0,0.09999999999999964,-0.14814814814814828,2.185185185185185,16.615384615384617,13,109.5,98.0
7867,De'Aaron Fox,2026-01-11,MIN,pa,train,0,16,25.5,0,26.9,24.4,22.8,,29,32.5,0,1,-1.3999999999999986,1.1000000000000014,2.6999999999999993,0.0,20.0,16.666666666666668,12,109.5,98.0
7862,De'Aaron Fox,2026-01-11,MIN,points,train,0,12,18.5,0,21.0,18.9,17.4,7.9,29,32.5,0,1,-2.5,-0.3999999999999986,1.1000000000000014,-0.3164556962025316,2.6582278481012658,17.09090909090909,11,109.5,98.0
7866,De'Aaron Fox,2026-01-11,MIN,pr,train,0,20,22.5,0,25.0,23.6,23.4,,29,32.5,0,1,-2.5,-1.1000000000000014,-0.8999999999999986,0.0,20.0,16.8,10,109.5,98.0
7865,De'Aaron Fox,2026-01-11,MIN,pra,train,0,24,28.5,0,30.9,29.1,28.8,,29,32.5,0,1,-2.3999999999999986,-0.6000000000000014,-0.3000000000000007,0.0,20.0,16.0,9,109.5,98.0
7868,De'Aaron Fox,2026-01-11,MIN,ra,train,1,12,9.5,0,9.9,10.2,11.4,,29,32.5,0,1,-0.40000000000000036,-0.6999999999999993,-1.9000000000000004,0.0,9.9,16.5,8,109.5,98.0
7863,De'Aaron Fox,2026-01-11,MIN,rebounds,train,1,8,3.5,0,4.0,4.7,6.0,1.9,29,32.5,0,1,-0.5,-1.2000000000000002,-2.5,-0.2631578947368421,2.1052631578947367,17.714285714285715,7,109.5,98.0
7857,De'Aaron Fox,2026-01-13,OKC,assists,train,0,5,5.5,0,5.8,5.3,5.4,2.7,30,32.6,1,0,-0.2999999999999998,0.20000000000000018,0.09999999999999964,-0.11111111111111104,2.148148148148148,15.576923076923077,26,106.5,99.5
7860,De'Aaron Fox,2026-01-13,OKC,pa,train,0,19,22.5,0,26.5,22.7,20.4,,30,32.6,1,0,-4.0,-0.1999999999999993,2.1000000000000014,0.0,20.0,15.44,25,106.5,99.5
7855,De'Aaron Fox,2026-01-13,OKC,points,train,0,14,17.5,0,20.7,17.4,15.0,7.9,30,32.6,1,0,-3.1999999999999993,0.10000000000000142,2.5,-0.4050632911392404,2.620253164556962,15.185185185185185,27,106.5,99.5
7859,De'Aaron Fox,2026-01-13,OKC,pr,train,0,19,21.5,0,24.9,22.2,21.2,,30,32.6,1,0,-3.3999999999999986,-0.6999999999999993,0.3000000000000007,0.0,20.0,15.521739130434783,23,106.5,99.5
